data_index,text,cluster
886,i found out that she gave it to her new boyfriend.,0
887,why did she do that?,1
888,he said he would buy her a nice ring.,34
889,what's wrong with that?,7
890,he went to las vegas. he lost it all gambling.,34
891,do animals talk to each other?,13
892,of course they talk to each other.,34
893,what do they talk about?,51
894,they talk about other animals.,52
895,what else do they talk about?,51
896,they talk about food and the weather.,52
897,do they talk about us?,7
898,of course they talk about us.,34
899,what do they say about us?,51
900,they say that we are funny-looking.,37
901,ha! we're not funny-looking; animals are funny-looking.,37
902,i have to clean the house.,16
903,"yes, it's very dirty.",12
904,you can help me.,0
905,why me?,33
906,because you helped make it dirty.,34
907,what do you want me to do?,38
908,i want you to clean the bathroom.,35
909,"oh, that's easy.",42
910,"clean the sink, the tub, the counter, and the toilet.",45
911,that's a lot of work.,34
912,tell me when you finish.,10
913,you're watching too much tv.,8
914,what do you mean?,7
915,i mean you're wasting your life.,16
916,i'm having fun.,0
917,you're sitting there with your mouth open.,6
918,who cares?,1
919,i care. do something.,30
920,okay. i did something.,30
921,what did you do?,1
922,i turned up the volume.,10
923,"that's not what i meant by """"do something.",5
924,did you write a letter to grandma?,51
925,"yes, i did.",9
926,did you tell her about school?,1
927,i told her that school is fun.,0
928,did you put the letter in an envelope?,1
929,"yes, and i sealed the envelope.",48
930,did you put a stamp on the envelope?,7
931,i couldn't find any stamps.,16
932,they're in the kitchen drawer.,8
933,okay. i just put a stamp on the envelope.,16
934,"give me the envelope, and i'll mail it for you.",56
935,why are you yawning?,1
936,i'm sleepy.,10
937,why don't you go to bed?,2
938,i want to watch this tv show.,16
939,maybe you should record it.,8
940,the tape recorder is broken.,34
941,then you should watch the rerun.,8
942,why? i'm watching the original.,23
943,but you'll be asleep in about one minute.,34
944,i'm just yawning because the commercials are on.,35
945,okay. i'll tell you how the show ends.,30
946,it's sunday.,8
947,so?,2
948,you know what that means.,44
949,i forgot.,10
950,sunday means we go to church.,34
951,"oh, yeah.",4
952,put on a coat and tie.,44
953,why?,2
954,to show respect to god and others.,8
955,i'm glad sunday is only once a week.,35
956,i hope god didn't hear that.,16
957,did you feed the cat?,1
958,i'll do that in a minute.,16
959,the cat is meowing. he's hungry.,54
960,okay. i'll feed him right now.,30
961,you shouldn't make him wait.,34
962,i was doing my homework.,10
963,the cat doesn't care about your homework.,44
964,the cat doesn't care about anything.,52
965,that's the way cats are.,44
966,all they think about is themselves.,34
967,maybe we should get rid of him.,8
968,i hate shaving.,16
969,me too.,10
970,i just cut myself again.,16
971,did you use a new blade?,7
972,"it doesn't matter. old blades cut, new blades cut.",26
973,maybe you should use an electric shaver.,44
974,"they make a lot of noise, but they don't give a close shave.",47
975,maybe you should stop shaving.,34
976,and grow a beard?,51
977,sure. why not?,20
978,because food and other stuff sticks in my beard.,44
979,excuse me.,10
980,yes?,2
981,are you reading this paper?,7
982,"oh, no. help yourself.",12
983,i asked because the paper is sitting next to you.,35
984,thank you. that's polite of you to ask.,27
985,some people would just pick it up.,6
986,"yes, i know. some people are rude.",15
987,i always try to be polite.,16
988,so do i.,6
989,the world needs more polite people like us.,6
990,"mom, i want a puppy.",48
991,let me think about it.,0
992,why do you have to think about it?,7
993,because a puppy costs money.,34
994,"no, it doesn't. puppies are free.",12
995,"yes, but a puppy needs shots.",4
996,shots for what?,1
997,so it won't get sick. just like you get shots.,6
998,i hate shots.,0
999,and a puppy eats food. food costs money.,27
1000,no problem. i'll give him food off my plate.,30
1001,look at all these kittens!,32
1002,how many are there?,1
1003,eight.,6
1004,they're all so cute.,8
1005,"yes, but i can't keep them.",19
1006,what are you going to do with them?,1
1007,i'm going to give them away. do you want one?,23
1008,"yes, i would love one.",9
1009,which one do you want?,1
1010,that one. the one that's all black.,34
1011,"yes, i like that one, too.",19
1012,my parents go to church every sunday.,34
1013,they trust in god.,6
1014,they hope they will go to heaven.,8
1015,they probably will.,8
1016,but no one knows for sure.,6
1017,that's for sure.,8
1018,no one knows what happens after we die.,44
1019,"if we are good, we will be happy in heaven with god.",42
1020,that's what many people believe.,44
1021,"if we are bad, we will be unhappy forever in hell.",42
1022,i don't want to go to hell.,0
1023,my husband died.,8
1024,i'm sorry for you.,10
1025,thank you.,8
1026,when did he die?,2
1027,a couple of months ago.,34
1028,you still miss him.,6
1029,"yes, but i talk to him almost every day.",11
1030,when you go to church?,2
1031,"no, when i call him on his cell phone.",19
1032,what do you mean?,7
1033,i buried him with his cell phone.,10
1034,today is friday the thirteenth.,34
1035,that's a bad day.,52
1036,it's supposed to be unlucky.,6
1037,you're supposed to stay home all day.,44
1038,that's what i do.,16
1039,my friend stayed in a hotel on friday the thirteenth.,44
1040,that was a mistake.,44
1041,he stayed on the thirteenth floor.,8
1042,what happened?,7
1043,someone stole his laptop.,34
1044,he was asking for it.,8
1045,do you really love me?,24
1046,of course.,6
1047,prove it.,6
1048,how can i prove it?,24
1049,take me to dinner.,0
1050,that's it? that's all i have to do?,38
1051,"take me to a nice restaurant, not to mcdonald's.",59
1052,but a nice restaurant costs money.,44
1053,"yes, and you have to make a reservation.",47
1054,that's such a hassle.,44
1055,i knew you didn't love me.,10
1056,my parents are divorced.,8
1057,so are mine.,6
1058,why did your parents get divorced?,1
1059,my father found a new girlfriend.,34
1060,that's too bad.,34
1061,my mother was hurt and angry.,34
1062,she had good reason. what did she do?,49
1063,she told him to drop his girlfriend.,6
1064,what did your father do?,7
1065,he moved out of our house.,6
1066,i guess he really liked his new girlfriend.,0
1067,my grandma's apartment smells funny.,52
1068,so does mine.,6
1069,i think it's an old people's smell.,0
1070,really?,1
1071,"yes. i think when you get old, you begin to smell.",15
1072,like fruit that is too ripe?,1
1073,"yes, just like fruit that is too ripe.",4
1074,but the smell is different.,6
1075,"yes, old people don't smell like fruit.",12
1076,"no, they smell like a thrift shop.",4
1077,"yes, a thrift shop has that same smell.",47
1078,the price of stamps goes up and up.,34
1079,i think stamps used to cost a penny.,16
1080,that was a long time ago.,44
1081,it was before i was born.,0
1082,now a stamp is 42 cents.,34
1083,but in may it will be 44 cents.,8
1084,have you ever lost a letter in the mail?,51
1085,"no, i haven't.",19
1086,neither have i.,8
1087,"so, they do a good job for the money.",4
1088,"yes, they do.",12
1089,a button came off my shirt.,8
1090,what are you going to do?,1
1091,"first, i have to find the button.",19
1092,where did you lose it?,2
1093,i have no idea.,16
1094,a button is hard to find. did you look in your pant cuffs?,49
1095,that's a good idea.,44
1096,i found a button in my pant cuffs one time.,16
1097,"let me look. no, it's not there.",15
1098,many shirts come with an extra button.,44
1099,you're right. this one does have an extra button.,27
1100,i have to go to the bathroom.,16
1101,you drink too much coffee.,6
1102,but i love coffee.,10
1103,"well, it's your life.",12
1104,you eat too much chocolate.,34
1105,i don't think so.,10
1106,have you looked in the mirror?,1
1107,do you think i'm getting fat?,24
1108,i didn't say that.,16
1109,what did you say?,7
1110,i said i have to go to the bathroom.,16
1111,did you do the laundry?,1
1112,"yes, i did.",9
1113,what did you wash?,7
1114,i washed the sheets and towels.,16
1115,what about the pillowcases?,51
1116,"yes, i took them off the pillows and washed them.",11
1117,did you dry everything in the dryer?,2
1118,"yes, i dried everything in the dryer.",9
1119,then what did you do?,1
1120,i folded all the towels.,0
1121,did you put the sheets on the beds?,2
1122,do you listen to the radio?,1
1123,i listen day and night.,16
1124,what do you listen to?,1
1125,mostly talk radio.,34
1126,what's that?,7
1127,people talk about current events.,34
1128,what do they say?,7
1129,they say they want change.,44
1130,what kind of change?,7
1131,they want tax cuts.,34
1132,why do they want tax cuts?,7
1133,"mom, i'm hungry.",9
1134,look in the fridge.,6
1135,i'm looking. there's nothing to eat.,30
1136,are you sure?,2
1137,it's almost empty.,8
1138,i went to the market yesterday.,16
1139,i don't see anything.,0
1140,i bought lots of oranges and apples.,35
1141,i don't want fruit. i want something tasty.,16
1142,eat the fruit. it's good for you.,54
1143,"next time you go to the market, let me go with you.",19
1144,what is there to eat?,7
1145,i don't know. look in the fridge.,41
1146,i think i'll make a sandwich.,16
1147,what kind?,1
1148,a ham sandwich.,44
1149,the bread is in the cabinet.,34
1150,where's the mustard?,1
1151,"it's in the fridge, i think.",9
1152,"oh, yes, here it is. do you want a sandwich?",57
1153,"yes, that sounds nice.",4
1154,how about some potato chips?,7
1155,"it's time for your bath, young lady.",42
1156,"but, mom, i'm not dirty.",9
1157,you need a bath every day.,44
1158,why?,2
1159,because you don't want to smell bad.,44
1160,i don't smell bad.,0
1161,that's what you think.,34
1162,"if i smelled bad, i could smell me.",28
1163,i can smell you.,0
1164,"i can smell you, too.",19
1165,that's my perfume.,8
1166,something's wrong with my computer.,6
1167,exactly what?,7
1168,all i get is a black screen.,35
1169,what's the matter?,7
1170,"i think i know, because this happened before.",56
1171,what happened before?,7
1172,my hard drive crashed.,34
1173,"oh, no. that's bad news.",26
1174,"it sure is, but i'm going to call hp first, just to make sure.",19
1175,will you lose all your files?,1
1176,"no, i always back up my files.",11
1177,i called hp about my computer.,16
1178,what did they say?,7
1179,they said i need a new hard drive.,35
1180,that's too bad. how much is a new one?,49
1181,"it's not too much, only about $85.",4
1182,plus installation?,7
1183,"no, my hard drive is easy to remove and replace.",47
1184,really?,1
1185,"yes, it's just a couple of screws.",4
1186,that's nice.,8
1187,it's a lot better than paying someone $60.,37
1188,what's your email address?,51
1189,it's bluedog123.,6
1190,bluedog123. are you sure that's all?,49
1191,yes.,6
1192,no. that's incomplete.,54
1193,what do you mean?,7
1194,what's your mailing address?,51
1195,"456 cherry drive, pasadena, ca 91170.",42
1196,that's correct.,8
1197,so what's the problem?,1
1198,"bluedog123 is just the street. you have to give me the city, state, and zip code.",48
1199,i'm going to take a nap.,35
1200,you should unplug the phone.,6
1201,that's a good idea.,44
1202,do you want me to wake you in an hour?,38
1203,"no, thanks. just let me sleep until i wake up.",48
1204,i'll start dinner at 6:00.,16
1205,okay. i think i'll be awake by then.,16
1206,"if not, your nose will wake you up.",4
1207,you mean i will smell the food cooking?,24
1208,you might even dream about dinner.,34
1209,i don't think i'm going to dream about anything. i'm really tired.,16
1210,that was a nice funeral.,44
1211,"yes, dad, it was.",4
1212,the son gave a nice speech about his father.,44
1213,"it was long, too.",12
1214,i think it was about 45 minutes long.,0
1215,but it went by fast. it was interesting.,54
1216,i liked it.,10
1217,"i'll give you a speech like that, too.",48
1218,do you think anyone will come to my funeral?,7
1219,of course.,6
1220,i think only the family will be there.,0
1221,yikes! what was that noise?,7
1222,i had to blow my nose.,0
1223,did you have to blow right next to the phone?,1
1224,did you hear that?,7
1225,of course i heard that. i thought a plane had crashed into your house.,35
1226,it wasn't that loud.,8
1227,"i will blow my nose sometime for you, and you'll see.",19
1228,okay. i'll take your word for it.,30
1229,i thought you had an elephant in your house.,35
1230,you're funny.,6
1231,what did you say? i think i've gone deaf.,23
1232,i have lots of friends.,0
1233,really? how many do you have?,7
1234,"i don't know, maybe one hundred.",19
1235,that is a lot of friends. do you have a best friend?,49
1236,of course. i have lots of best friends.,30
1237,how many best friends do you have?,7
1238,i think about twenty-five.,58
1239,hmm. i have only one best friend.,30
1240,i feel sorry for you.,10
1241,i have only a few friends.,16
1242,you must be lonely. i will share my friends with you.,30
1243,don't you ever cheat on me.,0
1244,why would i do that?,24
1245,because men like to cheat.,44
1246,"some men do, but not me.",19
1247,i'm watching you.,0
1248,i'm an open book. watch me all you want.,16
1249,"if i catch you, you'll be sorry.",19
1250,"you won't catch me, because i love you. i'm not a cheater.",56
1251,i will poke your eyes out. ,10
1252,i don't want any other woman.,35
1253,"i will chop your toes off, one by one.",9
1254,i hate to go outside.,0
1255,me too.,10
1256,why do you hate to go outside?,1
1257,i meet too many jerks.,0
1258,i agree.,0
1259,this city is full of jerks.,6
1260,rude people are everywhere.,6
1261,but what can you do?,7
1262,you can yell at them.,34
1263,and they will yell back at you.,44
1264,yelling doesn't do any good.,8
1265,will you look at this form?,1
1266,are you having problems with it?,1
1267,i don't understand some things.,0
1268,let me help you.,10
1269,"what does """"mi"""" mean?",5
1270,"mi"""" stands for middle initial.",5
1271,"what does """"mm/dd/yy"""" mean?",5
1272,that means month/day/year. use numbers.,34
1273,i don't understand.,0
1274,"for example, if your birth date is january 12, 1987, write 01/12/87.",45
1275,oh. that's simple enough.,54
1276,let's go to the animal shelter.,34
1277,what do you want to do?,7
1278,i want to get a puppy for my son.,16
1279,that will make him so happy.,44
1280,i'll get him one of those little dogs.,10
1281,one that won't grow up too big.,8
1282,and eat too much.,34
1283,do you know which one he would like?,2
1284,"oh, yes, i took him there yesterday. he showed me one that he really liked.",48
1285,i bet you had to drag him away.,31
1286,he wanted to take it home yesterday.,44
1287,what's the weather like?,7
1288,i don't know. i just woke up.,0
1289,why don't you look outside?,2
1290,okay. it looks like rain.,8
1291,why do you say that?,7
1292,the sky is gray.,8
1293,is it raining right now?,1
1294,no.,6
1295,how do you know?,2
1296,the street isn't wet.,6
1297,i have to go shopping today.,16
1298,i can't believe how hot it is.,0
1299,it's not even noon yet.,6
1300,that means it will get hotter.,34
1301,i am dying from the heat.,0
1302,turn on the air conditioner.,8
1303,it doesn't work.,6
1304,what happened?,7
1305,i don't know.,10
1306,did you call the repairman?,51
1307,of course.,6
1308,when is he coming?,2
1309,i'll be glad when winter comes.,0
1310,why is that?,1
1311,because i love the snow.,0
1312,"yes, the snow is fun.",12
1313,last year we made a big snowman.,52
1314,how big was it?,2
1315,it was seven feet tall.,8
1316,how long did it take?,1
1317,it took us all day.,44
1318,did you give him a nose?,1
1319,of course. we gave him a big carrot for a nose.,27
1320,i'm going to the bank.,0
1321,what do you need to do?,1
1322,i need to withdraw some money.,0
1323,how are you going to do that?,1
1324,i'll just use the atm.,0
1325,what's that?,7
1326,it's the automatic teller machine.,44
1327,it gives you money?,2
1328,i just insert my debit card into the machine.,16
1329,and it gives you money?,1
1330,"well, it gives me money, but it's my own money.",9
1331,did you put the blue bin out on the street?,2
1332,"oh, no. i forgot.",15
1333,"well, you'd better take it out front.",4
1334,what time does the recycle truck come by?,1
1335,"it usually gets here at noon on tuesday, which is tomorrow.",47
1336,i'll just take it out to the street tomorrow morning.,0
1337,"oh, no, you don't.",12
1338,what do you mean?,7
1339,every morning you get up late and rush off to work late.,44
1340,do you think i'll forget to do it?,33
1341,"you'll remember to do it, but you won't have time to do it.",4
1342,are you ready?,1
1343,ready for what?,7
1344,ready for the big switch.,8
1345,what are you talking about?,51
1346,the nation is switching to digital tv.,34
1347,oh. of course i'm ready.,30
1348,did you buy the converter?,2
1349,"no, i don't need a converter because i bought a digital tv.",11
1350,how much was that?,1
1351,it was only about $120 for a 13-inch screen.,37
1352,does it pick up any digital channels?,51
1353,people are funny.,6
1354,they sure are.,6
1355,did you hear about the pilot?,7
1356,the one that stole a small plane?,13
1357,"yes, he stole a plane in canada and flew into the u.s.",3
1358,did they catch him?,1
1359,"yes. after two u.s. fighter jets followed him for an hour, he landed on a highway.",26
1360,did he crash?,1
1361,"no, he just landed the plane and walked to a restaurant.",52
1362,did the cops find out why he flew into the u.s.?,14
1363,his life sucked. he was hoping a fighter jet would shoot him down.,54
1364,the police need our help finding a robber.,8
1365,how do you know?,2
1366,the tv news is reporting a bank robbery.,34
1367,do they know what the robber looks like?,1
1368,"yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old.",45
1369,what race is he?,7
1370,they didn't say.,8
1371,the tv news doesn't tell us the race anymore.,34
1372,of course not. that would be racist.,8
1373,but how can we identify someone if we don't know their race?,7
1374,don't ask me.,0
1375,don't wipe your nose on your sleeve.,6
1376,but i don't have a tissue.,16
1377,then go find a tissue in the bathroom.,34
1378,i didn't have time to get one from there.,0
1379,your sleeves are not tissues.,6
1380,"but mom, all my friends use their sleeves.",4
1381,that doesn't make it right.,34
1382,i saw dad wipe his nose on his sleeve yesterday.,16
1383,i will talk to your father about that.,31
1384,i bet dad did it all the time when he was my age.,35
1385,your daddy was a good little boy.,34
1386,i'm worried.,10
1387,worried about what?,7
1388,i'm getting married.,0
1389,"you should be happy, not worried.",4
1390,"i am happy, but marriage is a lot of responsibility.",11
1391,"yes, you have to take care of your wife.",47
1392,and i have to take care of our children.,31
1393,are you going to start a family?,51
1394,yes. we want to have a little boy and a little girl.,3
1395,that sounds wonderful.,8
1396,except we can't afford it!,32
1397,i don't get art.,0
1398,or artists.,8
1399,they're in a different world.,8
1400,i saw a painting of a jar that was full of pencils.,31
1401,the artist said the jar was both full and empty.,52
1402,but it was full of pencils! how could he say it was empty?,43
1403,artists see things differently.,8
1404,did you ever see anything that picasso painted?,13
1405,of course! he's world famous.,58
1406,did he ever take art lessons?,7
1407,i can't believe it. i drew paintings like that in third grade.,35
1408,what's the point?,1
1409,the point of what?,1
1410,of living.,6
1411,"who knows? you live, and then you die.",57
1412,we must be here for some reason.,8
1413,maybe we're here to have fun.,34
1414,then why aren't i having fun?,24
1415,because you're thinking too much.,8
1416,so i should stop thinking?,33
1417,stop thinking about what the point is.,34
1418,okay. i'll start thinking about having some fun.,31
1419,beer is a powerful drug.,8
1420,so are cigarettes.,8
1421,which would you prefer?,2
1422,what do you mean?,7
1423,"when you die and go to heaven, they will offer you beer or cigarettes.",47
1424,i could pick only one or the other?,33
1425,"yes. nothing's perfect, not even in heaven.",4
1426,"boy, that's a tough one.",42
1427,"what's so tough about it? of course, i would pick cigarettes.",60
1428,but cigarettes taste much better when you have a cold beer.,52
1429,"well, you can't have everything.",42
1430,my pants have a hole in the front pocket.,44
1431,you shouldn't carry pens in your pocket.,8
1432,yesterday a pen fell through my pants onto my shoe.,52
1433,lucky for you it wasn't a sharp knife.,34
1434,who carries a sharp knife in their pocket?,51
1435,"criminals, of course.",4
1436,"anyway, i have to fix the hole.",11
1437,you can sew it up or use an iron-on patch.,37
1438,tell me about this patch.,16
1439,the patch has glue. the hot iron melts the glue so the patch sticks on.,27
1440,that sounds a lot easier than sewing.,52
1441,do you know any good jokes?,1
1442,i can't remember jokes.,0
1443,neither can i.,8
1444,they go in one ear and out the other.,34
1445,who makes up all these jokes?,7
1446,who knows? but there must be a hundred new ones every day.,49
1447,"yes, just in english alone.",4
1448,i wonder if every language has jokes.,35
1449,of course! people everywhere like good jokes.,58
1450,what do you think people joke about the most?,7
1451,i think most jokes are about women.,16
1452,you're very lucky.,6
1453,why do you say that?,7
1454,you speak two languages.,44
1455,"well, my english isn't perfect.",12
1456,no one speaks perfect english.,8
1457,maybe i will be the first!,18
1458,i've been thinking about learning spanish.,35
1459,spanish is easy. i'll be happy to teach you.,31
1460,how long will it take me to learn?,38
1461,i think it will only take you a year or two.,35
1462,how soon can we begin?,1
1463,do you know what today is?,7
1464,"yes, it's april 22.",4
1465,it's more than just a date.,44
1466,is it your birthday or anniversary?,51
1467,"no, it's earth day.",42
1468,what's that?,7
1469,it's a yearly reminder to take care of our planet.,52
1470,"oh, you mean like reuse things and recycle stuff?",57
1471,"yes. we need to think green, save water, and stop using plastic bags.",47
1472,how about if i take shorter showers?,38
1473,"that's a good idea, because showers waste a lot of water.",52
1474,poetry sucks.,6
1475,i don't know anyone who likes it.,0
1476,"some of it is okay, i guess.",19
1477,"yes, the poems that rhyme and are easy to remember.",47
1478,"like """"one, two, buckle my shoe.",5
1479,but people still write poems.,6
1480,no one makes any money at it.,44
1481,shakespeare was a poet.,44
1482,did he get rich from his poetry?,2
1483,probably not.,8
1484,poems are a little bit like songs.,8
1485,how smart are you?,1
1486,i don't know. i think i'm average.,50
1487,did you ever take an iq test?,7
1488,"no, i never did. all i know is that i got a's and b's in school.",56
1489,i wish i was really smart.,0
1490,don't be ridiculous.,6
1491,what do you mean?,7
1492,"if you're going to make a wish, wish that you were really rich or famous.",47
1493,don't you ever wonder what it's like to be super-smart?,43
1494,it must be very lonely.,6
1495,why's that?,1
1496,i missed the tv news last night. what was on?,23
1497,nothing that would pass as news.,44
1498,what's the weather going to be like this weekend?,7
1499,"i don't know. whenever the weather comes on, i switch channels.",48
1500,what was the lead story on the news?,7
1501,some actress was in court for driving without a license.,34
1502,what was the second story?,1
1503,some actor married a woman young enough to be his daughter.,52
1504,what was the third story?,1
1505,a bull chased a man in a supermarket.,52
1506,wasn't there anything about octo-mom?,43
1507,what are you going to do about your death?,51
1508,"well, mostly i'll try to avoid it.",19
1509,"i mean, are you going to get buried or cremated?",60
1510,my wife and i will be cremated.,16
1511,are you going to be buried next to each other?,1
1512,"oh, no. our ashes will be shaken into the ocean.",26
1513,you're not going to be buried?,2
1514,a coffin costs too much and takes up too much space.,52
1515,"yes, but it will be in a cemetery where your children can visit you.",42
1516,children seldom visit their parents in a cemetery.,34
1517,"that's true. a cemetery is for dead people, not living people.",26
1518,did you wipe your feet? ,2
1519,"yes, of course i wiped my feet.",9
1520,then why is there mud on the carpet?,1
1521,i don't know. it's not my mud.,41
1522,"well, someone brought it into the house.",12
1523,look at the bottom of my shoesÂ—they're clean.,34
1524,of course they're clean. you left all the mud on the carpet.,34
1525,"okay, i'll get the vacuum cleaner.",11
1526,don't vacuum it now.,8
1527,don't you want me to clean up the mud?,38
1528,wait till it dries. it will be easier to vacuum.,27
1529,what are you getting for your mom?,1
1530,what are you talking about?,51
1531,sunday is mother's day.,34
1532,this sunday?,1
1533,of course. it's all over the news.,54
1534,i thought it was next sunday.,0
1535,"well, you'd better get her something.",12
1536,i'll get her a nice card.,16
1537,is that it?,1
1538,yes. that's all i ever give her.,30
1539,"she raised you, and all you ever give her is a card?",25
1540,i don't like our flag.,0
1541,what's the matter with it?,7
1542,it's too much like other flags.,8
1543,"yes, a lot of flags have stripes.",47
1544,a flag should be pretty.,34
1545,what should our flag look like?,7
1546,it should have a pretty woman on it.,44
1547,that's ridiculous!,32
1548,you don't like pretty women?,1
1549,of course i do. but not on our flag!,58
1550,every nation should have a pretty woman on their flag.,52
1551,i had a busy morning.,16
1552,what did you do?,1
1553,i watered all the plants.,35
1554,you have a lot of plants.,44
1555,then i did my laundry.,0
1556,that takes some time.,34
1557,i took the dog for a walk.,35
1558,i'll bet he enjoyed his walk.,0
1559,i vacuumed the entire house.,0
1560,that's a lot of work.,34
1561,and then i made lunch.,16
1562,i don't have long distance service with my home phone.,16
1563,so how do you make long distance calls?,51
1564,i use a calling card.,35
1565,where do you get that?,1
1566,i buy it at the dollar store.,16
1567,how much is it?,2
1568,it's one dollar for 100 minutes.,8
1569,that's only a penny a minute!,32
1570,it's a great price. but you have to dial a lot of numbers.,3
1571,how many?,1
1572,"first you dial seven numbers, then ten numbers, then ten more numbers.",4
1573,do you go to college?,2
1574,"yes, i do.",9
1575,what college do you go to?,1
1576,i go to pasadena city college.,35
1577,do you like it?,2
1578,"oh, yes, i really like it.",19
1579,why do you like it?,2
1580,because it has great teachers.,52
1581,what else?,1
1582,"i like all my classmates, too.",11
1583,anything else?,1
1584,i lost my new pen.,10
1585,where did you lose it?,2
1586,i don't know.,10
1587,when did you lose it?,2
1588,i think i lost it today. i used it yesterday.,50
1589,did you check all your pockets?,1
1590,i checked all my pockets.,0
1591,did you look in your desk?,2
1592,"yes. it isn't there, either.",12
1593,it's probably around somewhere.,34
1594,"oh, well, it only cost me a dollar.",19
1595,gravity is very important.,34
1596,what is gravity?,7
1597,it's the force that pulls everything down.,8
1598,i don't understand.,0
1599,"if you pour water into a glass, the water goes down into the glass.",47
1600,of course it does.,6
1601,"without gravity, the water would go up.",42
1602,you're joking.,6
1603,"without gravity, you would go up.",4
1604,what do you mean?,7
1605,you would float into the sky like a balloon.,44
1606,i can't read my book.,16
1607,turn on the light.,6
1608,the light is on.,6
1609,open the book.,6
1610,the book is open.,6
1611,see an eye doctor.,8
1612,that's what i need to do.,16
1613,he'll give you a prescription for glasses.,34
1614,i'll make an appointment tomorrow.,35
1615,i'll get the yellow pages for an eye doctor.,16
1616,read the phone number to me.,0
1617,what do you need for school?,1
1618,i need pencils.,10
1619,anything else?,1
1620,i need a notebook.,0
1621,do you need a pen?,1
1622,no. i already have a pen.,31
1623,do you need a calculator?,51
1624,no. the teacher doesn't permit calculators.,27
1625,how about a dictionary?,51
1626,"no, we have a big dictionary in the classroom.",47
1627,"well, i guess that's it.",19
1628,i like this magazine.,16
1629,so do i.,6
1630,"i read it once, and i subscribed.",56
1631,it gives you all the news.,8
1632,all the news in only 50 pages.,34
1633,i like the political cartoons.,16
1634,i like the beautiful photos of the houses for sale.,16
1635,i always read the film reviews.,35
1636,i never miss the food and drink section.,0
1637,i gave a subscription to my parents.,16
1638,me too. they canceled their other news magazines.,16
1639,my pen is out of ink.,6
1640,shake it a couple of times.,34
1641,i shook it. there is no more ink.,30
1642,you can borrow mine.,8
1643,thank you. i'll buy a new one tomorrow.,30
1644,what were you doing?,1
1645,i was writing a letter.,0
1646,who were you writing to?,2
1647,it's to my mom.,6
1648,tell her i said hello.,0
1649,okay. i'll return your pen when i'm done.,0
1650,have you done your homework?,1
1651,not yet.,6
1652,then why are you watching tv?,1
1653,this is my favorite show.,8
1654,go do your homework.,6
1655,"but, mom!",9
1656,you can watch tv after you do your homework.,44
1657,but the show will be over.,6
1658,there will be another show next week.,8
1659,please?,1
1660,you know the rules.,6
1661,i can't wait until i graduate.,16
1662,me too.,10
1663,no more homework.,6
1664,i hate homework.,0
1665,are you going to college?,2
1666,i can't afford it.,16
1667,me neither.,10
1668,so what are you going to do?,1
1669,i'm joining the army.,0
1670,you're kidding. you might get killed.,6
1671,"i don't think so. after i finish, i'll have enough money to go to college.",28
1672,what is your major?,7
1673,english.,6
1674,what are you going to do with an english major?,51
1675,i'm going to be a teacher.,16
1676,high school or middle school?,2
1677,high school.,6
1678,i teach high school english.,0
1679,i didn't know that.,0
1680,i started teaching five years ago.,31
1681,how do you like it?,2
1682,do you see all this gray hair? it was totally black five years ago.,39
1683,parking at school is impossible.,34
1684,i'll say.,0
1685,i drove around for half an hour.,35
1686,did you find a spot?,1
1687,"i found a spot, but someone cut in and took it from me.",56
1688,did you yell at them?,1
1689,"yes, i did.",9
1690,and?,1
1691,and he yelled back at me.,35
1692,how rude.,6
1693,but i got lucky a few minutes later.,16
1694,this is a huge library.,34
1695,"yes, it has lots of rooms and lots of space.",47
1696,and lots of books.,8
1697,and lots of thieves.,8
1698,what do you mean?,7
1699,"i mean, keep your belongings close to you.",19
1700,the only thing in my backpack is used books.,34
1701,but thieves don't know that.,8
1702,they might think that i've got an ipod or laptop in there.,35
1703,now you're thinking.,6
1704,you'd think a library would be safe from thieves.,44
1705,how good is your math?,1
1706,i can add two and two.,35
1707,so you're not very good at math?,7
1708,i'm terrible at math.,16
1709,"well, i need some help.",9
1710,with what?,1
1711,i'm taking a math course in school.,35
1712,"well, you should ask your teacher or your classmates for help.",47
1713,i can't do that.,16
1714,why not?,2
1715,they might think i'm stupid.,10
1716,do you believe in god?,2
1717,of course.,6
1718,do you pray to god?,1
1719,occasionally.,34
1720,when's that?,1
1721,when i need something.,10
1722,like what?,1
1723,"well, if i have a big test at school.",11
1724,does god answer your prayers?,7
1725,"yes, i've passed all my tests.",48
1726,do you ever pray for money?,1
1727,the cops finally found the husband.,34
1728,what husband?,7
1729,the husband of the driver who ran over two college students at 3 a.m.,27
1730,"oh, yeah. the girl died instantly, and the boy is still in the hospital.",42
1731,the husband said he tried to help the boy.,34
1732,"yes, he pushed him off the hood of the car.",4
1733,"no, he said he gently placed the boy on the street.",42
1734,so what? they still drove off.,14
1735,the husband said a fire department was nearby.,52
1736,so what? did he dial 911?,1
1737,"he said he was thinking about it, but he didn't get around to it.",47
1738,i don't like riding the bus.,10
1739,why not?,2
1740,the seats and windows are dirty.,34
1741,don't they clean the bus every night?,1
1742,i think they do.,10
1743,you should bring some wipes with you.,6
1744,that's a good idea.,44
1745,then you can wipe your seat and window.,44
1746,people will think i'm strange.,0
1747,who cares? everyone is strange.,49
1748,that's for sure.,8
1749,i don't like riding the bus.,10
1750,why not?,2
1751,"number one, it's too slow.",12
